id	measurementType	measurementValue	measurementUnit	measurementDeterminedBy	measurementRemarks
ec640ebf-5fbc-4853-9ab0-25fd48a8e7f1	Territoriality_BreedingSeason	2			Type B
ddad3e7a-f9a0-471a-b673-4b5ac22126f6	Territoriality_BreedingSeason	2			Type B
8b3e3b4c-bf50-4a4a-9d3f-6fe707ee4599	Territoriality_BreedingSeason	1			Type A
3fb6d11c-009e-4a53-9fb4-d9a54d417b32	Territoriality_BreedingSeason	1			Type A
04678c1f-dac2-46b5-b025-55953d667fec	Territoriality_BreedingSeason	1			Type A
603e5c63-b767-4d5e-8537-ed61f01ca9e8	Territoriality_BreedingSeason	1			Type A
e5da94e5-96b1-4298-b56c-84780acc1499	Territoriality_BreedingSeason	1			Type A
a1e6a866-3d62-42b8-b8b8-6c819865ae2f	Territoriality_BreedingSeason	1			Type A
089c72d2-be3a-4de6-bade-52eb7de2a2cb	Territoriality_BreedingSeason	1			Type A
52011861-4e97-4990-aa39-7f169eec6873	Territoriality_BreedingSeason	1			Type A
2f7a0243-86f9-4749-af83-abeeaf9099f3	Territoriality_BreedingSeason	2			Type B
9a4aa97e-40ba-4e33-97a2-23160fa55f53	Territoriality_BreedingSeason	2			Type B
21bd950b-f68e-4470-962e-87abaa6b7675	Territoriality_BreedingSeason	2			Type B
c768d415-f42a-4bb4-87dc-32575b3ab381	Territoriality_BreedingSeason	2			Type B
1c92be49-b15a-40cc-ac8b-7a1a580c8de3	Territoriality_BreedingSeason	2			Type B
b7d8748b-e3bd-4a3e-ac82-cb3306e47859	Territoriality_BreedingSeason	2			Type B
a1987c3a-db64-4fa0-97a5-9f4b821e408c	Territoriality_BreedingSeason	2			Type B
f2c5fc72-9a54-4945-af29-58e28b909311	Territoriality_BreedingSeason	2			Type B
4e8b2fee-6024-41cc-a8db-59bbd22a9fff	Territoriality_BreedingSeason	2			Type B
337722af-32d0-4379-89b7-03e2afd51482	Territoriality_BreedingSeason	2			Type B
3972f1ef-12e8-4e7c-9281-aef93da381ed	Territoriality_BreedingSeason	2			Type B
6d0a7f54-bdbb-4a8e-a297-2e268450b140	Territoriality_BreedingSeason	2			Type B
51e9aee6-84c9-419a-9e50-46d1024ad145	Territoriality_BreedingSeason	1			Type A
88670048-b47b-4916-b34c-c66d43e13a6a	Territoriality_BreedingSeason	1			Type A
dd50c6d7-06b8-477c-8f5c-958009ad4e4e	Territoriality_BreedingSeason	4			Type D
6006c09e-34af-4dc7-8650-fea434164129	Territoriality_BreedingSeason	4			Type D
5058f88f-d26d-4740-bf2f-add46f072aca	Territoriality_BreedingSeason	4			Type D
0976da7d-977f-45d3-9e92-0fa0b0595f29	Territoriality_BreedingSeason	1			Type A
be1d6155-425c-425b-94fa-40d340dbcef4	Territoriality_BreedingSeason	3			Type C
ce26858d-4534-41f7-b4b3-5f4326afdeb6	Territoriality_BreedingSeason	1			Type A
2b57a9e1-665a-45c1-88dd-5b31be8da22b	Territoriality_BreedingSeason	1			Type A
88302c27-c305-4d39-bde0-77af6968f8ee	Territoriality_BreedingSeason	1			Type A
b7ed109d-da86-49f5-8139-3c48dfe16f92	Territoriality_BreedingSeason	1			Type A
c3739681-8b8f-4ead-8273-4d3a450f2ead	Territoriality_BreedingSeason	1			Type A
d2551184-6cf5-4020-a484-db9f9dbc1960	Territoriality_BreedingSeason	1			Type A
cf3b0dbc-291d-4ec8-9ab1-6bfaa84aa174	Territoriality_BreedingSeason	1			Type A
c7c333be-2d67-41f4-8de9-72007c83ba6e	Territoriality_BreedingSeason	2			Type B
d51f3337-b891-482c-bdc3-f0f888a79325	Territoriality_BreedingSeason	2			Type B
d331ba38-75d9-4613-839d-1ae6235d63db	Territoriality_BreedingSeason	2			Type B
0403b66e-4ea7-49c6-ba30-8460b07af351	Territoriality_BreedingSeason	1			Type A
d6797f17-b307-4eb0-95bd-21b4cfdcaa7c	Territoriality_BreedingSeason	1			Type A
c8cb7aed-5032-434a-8fb6-e995e5d24d9e	Territoriality_BreedingSeason	1			Type A
e70b2a60-d5ee-4c18-b1f8-1f9438713186	Territoriality_BreedingSeason	1			Type A
28db5749-ec2b-4a78-a678-b17c8d346891	Territoriality_BreedingSeason	3			Type C
d8ef42cc-5936-4688-a6b1-40f8a9d868cb	Territoriality_BreedingSeason	3			Type C
001e791e-2327-4b04-ba1d-c7eebef9d087	Territoriality_BreedingSeason	3			Type C
ece4758b-cab6-479c-ad73-c50af6069211	Territoriality_BreedingSeason	3			Type C
9c76da95-fc08-42ee-b8d1-22cf8fd30d74	Territoriality_BreedingSeason	3			Type C
62ee9d51-4d3d-4e9f-a86f-330e953de8cd	Territoriality_BreedingSeason	3			Type C
42c1571d-d2dd-41ce-8ce8-c560da8daaae	Territoriality_BreedingSeason	3			Type C
a4d666a0-b5d7-4d1c-ba37-3a48dedf7805	Territoriality_BreedingSeason	3			Type C
d7ebd0b1-fd19-4086-91a3-468b150ef56f	Territoriality_BreedingSeason	3			Type C
2b511cbe-ead3-48db-b597-0d9c60fee3d4	Territoriality_BreedingSeason	1			Type A
5cecf8f8-6e48-4a4c-88f4-e9a12167ce18	Territoriality_BreedingSeason	1			Type A
b09ebbe9-bc2a-49c4-be78-5a387805cd26	Territoriality_BreedingSeason	3			Type C
65738f69-a860-48ce-95ef-17064aee4602	Territoriality_BreedingSeason	3			Type C
78daf647-2144-4898-9e41-9f589e2509bd	Territoriality_BreedingSeason	3			Type C
4d20b116-5b4f-4a7e-8156-19be39699089	Territoriality_BreedingSeason	3			Type C
668d0bbf-2618-428f-bbb0-5b2ab8dea7b8	Territoriality_BreedingSeason	3			Type C
e03dc9d2-9d79-461f-8b8a-5a4756b4f1b6	Territoriality_BreedingSeason	3			Type C
1927e70b-cbb7-4fc8-a821-f060dff1584a	Territoriality_BreedingSeason	1			Type A
90355377-5499-4424-9c48-68247008e788	Territoriality_BreedingSeason	3			Type C
8439dcd0-0c6c-46ec-8483-e51cbbd089d3	Territoriality_BreedingSeason	1			Type A
6d0011b3-cd32-422a-a7b7-be3d209f5764	Territoriality_BreedingSeason	3			Type C
02c2b6a6-8c4a-4eeb-8fa9-2303e08cf08d	Territoriality_BreedingSeason	2			Type B
cbb9fa6a-16a7-47e9-80ce-d215f5a17b0e	Territoriality_BreedingSeason	1			Type A
36b715bb-44e8-412d-9aa4-fa40245548ac	Territoriality_BreedingSeason	1			Type A
6fd54d92-7661-43fd-83e2-7b5ed02944bd	Territoriality_BreedingSeason	1			Type A
d6e233a9-133f-4e1a-b083-129077ac53ca	Territoriality_BreedingSeason	1			Type A
662ac706-7d30-45f3-b751-163928c1404d	Territoriality_BreedingSeason	1			Type A
2e61c04c-a985-4809-a330-539821067bbd	Territoriality_BreedingSeason	1			Type A
d6143565-79fa-4414-af98-43b13a0abe0d	Territoriality_BreedingSeason	1			Type A
f68e011f-41b0-45f0-b0df-61ec1204f161	Territoriality_BreedingSeason	2			Type B
d233cc84-1cb8-494e-a977-82733a7afba6	Territoriality_BreedingSeason	1			Type A
38814c78-6c60-42f2-bb35-b82625e89fc0	Territoriality_BreedingSeason	1			Type A
c49cc815-1d58-49fc-81ee-bc5e2b0521fa	Territoriality_BreedingSeason	1			Type A
c6d665ed-232c-4382-98f0-191e6897d52a	Territoriality_BreedingSeason	2			Type B
a4f4aa18-bf8f-40c8-8c22-173c200c4701	Territoriality_BreedingSeason	1			Type A
6d181748-ca16-4a11-9cf4-77acb44c48ca	Territoriality_BreedingSeason	1			Type A
33b5021a-425e-4405-91a3-b61ea17d1d2e	Territoriality_BreedingSeason	1			Type A
48f9a537-da01-406e-9722-667987bd56f6	Territoriality_BreedingSeason	1			Type A
2f2ede68-0e5e-4d05-8621-13769143b433	Territoriality_BreedingSeason	1			Type A
f2604bbd-afa3-457e-86f4-f91205c38357	Territoriality_BreedingSeason	1			Type A
f5dd4a06-e7ff-48e7-88a9-83bf69d9a995	Territoriality_BreedingSeason	1			Type A
ffad65e6-31f2-40d3-af57-72917d458c20	Territoriality_BreedingSeason	1			Type A
d779a031-c1f8-427e-9601-be6bb0c7b260	Territoriality_BreedingSeason	1			Type A
058edbef-11c4-4251-b311-abf477676229	Territoriality_BreedingSeason	3			Type C
95e944ad-f0d6-4e9a-90dc-6df794a8426b	Territoriality_BreedingSeason	1			Type A
df774189-0f1b-4e2a-8f9d-de7cfa26d846	Territoriality_BreedingSeason	1			Type A
9cb4b377-5cbd-4a0b-9303-3a16b8a01354	Territoriality_BreedingSeason	1			Type A
bf96ceef-6075-4b4b-93ab-314c214703ed	Territoriality_BreedingSeason	1			Type A
40ce7d6b-c9dd-4f1f-8afe-43c4edc27c50	Territoriality_BreedingSeason	1			Type A
433bc65b-7cc7-419b-96fc-d2853de9214c	Territoriality_BreedingSeason	1			Type A
3952d191-f957-4209-92e9-cba2392cec66	Territoriality_BreedingSeason	1			Type A
31f7fa8f-33ed-43d3-9818-8c243c7a9c58	Territoriality_BreedingSeason	1			Type A
e0cebe35-6557-4131-b8cd-bb1cb794fecb	Territoriality_BreedingSeason	1			Type A
6a0032c9-d6cd-416c-a9a4-b5b78702c7ae	Territoriality_BreedingSeason	1			Type A
6e442e0a-6b9e-4266-afb6-0b6704588eaa	Territoriality_BreedingSeason	1			Type A
f901fb6a-2b28-4228-b948-8c3e219aaa1e	Territoriality_BreedingSeason	1			Type A
542ba239-2da1-4d3a-a05a-c11e0a0a8049	Territoriality_BreedingSeason	1			Type A
45b0308b-425f-4d70-a557-b2815f05df31	Territoriality_BreedingSeason	1			Type A
4a751377-677d-4bb8-ad75-dc3a0fbd492d	Territoriality_BreedingSeason	1			Type A
0d13a8df-56b6-4f9b-a88b-2f0ed818a112	Territoriality_BreedingSeason	1			Type A
cc4d65d4-4042-4538-afdf-a392f03b0a4b	Territoriality_BreedingSeason	1			Type A
f20dbbc7-3e3a-481d-8df3-4e92abaa3618	Territoriality_BreedingSeason	1			Type A
447088e9-5302-4b48-8a4f-b596056dbbfe	Territoriality_BreedingSeason	1			Type A
5d1e9b26-0d91-4d22-b909-0f4616c7107c	Territoriality_BreedingSeason	1			Type A
b40cf245-22f1-4a8e-83b6-97aa6d48762e	Territoriality_BreedingSeason	1			Type A
a0f808ca-0a29-4804-a444-54364896c282	Territoriality_BreedingSeason	1			Type A
f26432ee-e283-4096-9518-6e352c0c3ca2	Territoriality_BreedingSeason	1			Type A
896f2846-a57c-4b51-b9f4-6c95f236a024	Territoriality_BreedingSeason	1			Type A
f6453c0b-4d29-49b6-9c8d-f0933f6a815d	Territoriality_BreedingSeason	1			Type A
41a9d9b9-d27b-4662-a7ad-b27bd0f7b3a4	Territoriality_BreedingSeason	1			Type A
4b9ab297-f7be-4a51-ab11-5402f8583a45	Territoriality_BreedingSeason	1			Type A
d1fe553b-09ef-4573-ac0f-edb87d51f00c	Territoriality_BreedingSeason	1			Type A
c0cd9062-c94a-434d-8b3f-3fe3f6cb9451	Territoriality_BreedingSeason	1			Type A
38954991-af1e-4a58-a302-c329d83904e8	Territoriality_BreedingSeason	1			Type A
e5d892cf-90c7-4a3c-bafd-a6f59b10d899	Territoriality_BreedingSeason	1			Type A
7d115308-9dec-4245-9952-558e1b0b5c4d	Territoriality_BreedingSeason	1			Type A
a89ff203-f1ac-4074-aa3c-83606f634a48	Territoriality_BreedingSeason	1			Type A
8a4af6ee-2f37-45e6-968b-8a91dadfe1cf	Territoriality_BreedingSeason	1			Type A
bda19278-1807-4539-b1cd-982ac533ece7	Territoriality_BreedingSeason	1			Type A
a0d06f0d-18cc-4252-88b2-d3f194015164	Territoriality_BreedingSeason	1			Type A
a627aa9b-4570-4ce3-b00a-284f4aa513c3	Territoriality_BreedingSeason	2			Type B
3df5dd03-b9d7-4544-a677-97770e4f93a3	Territoriality_BreedingSeason	2			Type B
bcb45829-d1ee-4a8d-b2d5-c478925a51d2	Territoriality_BreedingSeason	2			Type B
2d23b156-27e5-4161-879d-3c392731cff3	Territoriality_BreedingSeason	2			Type B
925ee9f3-280c-47a7-89ae-23bd19d19749	Territoriality_BreedingSeason	2			Type B
ad8a90db-5d93-4a89-a39d-7d2c57cda66a	Territoriality_BreedingSeason	1			Type A
dcba0fb2-9d90-4bcf-adda-7ecc4676f725	Territoriality_BreedingSeason	1			Type A
a93fb23d-3b07-4bc7-850b-d0c2b7213725	Territoriality_BreedingSeason	1			Type A
f4f9d8d6-b7aa-4b9e-a54d-bb2e34c71f21	Territoriality_BreedingSeason	1			Type A
27ee13d2-cb1d-47b2-8814-8a917cc6baf6	Territoriality_BreedingSeason	1			Type A
4fc860f9-276e-45a7-81d1-5933848ac478	Territoriality_BreedingSeason	1			Type A
190f96cb-1c13-43d0-92a6-bf24339495ee	Territoriality_BreedingSeason	1			Type A
5ecf655f-2fe9-4ec6-a46d-7ee974581f82	Territoriality_BreedingSeason	1			Type A
e2d77bc5-c712-4863-9acc-6eb74bd524d0	Territoriality_BreedingSeason	1			Type A
83f3d2d2-bdeb-4a3d-aa42-044a006e73b2	Territoriality_BreedingSeason	1			Type A
5acbd0b1-29c9-495b-b39c-4f556fd5377d	Territoriality_BreedingSeason	1			Type A
803be1c4-7d53-4d28-9921-ef36e23454b8	Territoriality_BreedingSeason	1			Type A
69ab606f-45e7-44d2-8bb7-b9414530cdb8	Territoriality_BreedingSeason	1			Type A
d3aae8dc-a14f-4506-8a0b-49a07215cb6a	Territoriality_BreedingSeason	1			Type A
fd74e030-b5ec-441f-96e0-6ac279654396	Territoriality_BreedingSeason	1			Type A
5c7f27a6-a205-4e81-9d06-a3b8a0968d6a	Territoriality_BreedingSeason	1			Type A
b2158415-1b14-4faf-82b6-2e9e370224de	Territoriality_BreedingSeason	1			Type A
cac66bcb-4d40-4679-a1ec-b7efbb39f6f9	Territoriality_BreedingSeason	1			Type A
f63192b9-49b4-4825-a4ea-1ee4c4bafe0c	Territoriality_BreedingSeason	1			Type A
c491d9f5-c787-42b3-a7cc-f62c0edc1ea0	Territoriality_BreedingSeason	1			Type A
dce89fcb-89a2-4119-a145-506b9c53d477	Territoriality_BreedingSeason	1			Type A
e109445a-e33d-4016-9711-23e85d90a3cd	Territoriality_BreedingSeason	1			Type A
a5fc68be-755b-48c1-ad15-dd42a5adec76	Territoriality_BreedingSeason	1			Type A
ece20d9b-029c-47bf-b49e-04c70b620d5e	Territoriality_BreedingSeason	1			Type A
9ec5914e-c19b-4587-b958-137920b29ee2	Territoriality_BreedingSeason	1			Type A
75c35877-0995-4963-b29c-009c9d15bde3	Territoriality_BreedingSeason	1			Type A
fcc770ff-0ddb-4157-982b-ea36c70861fa	Territoriality_BreedingSeason	1			Type A
b8944509-5805-4adc-8d54-59982c37e5c0	Territoriality_BreedingSeason	1			Type A
b737ca2f-aaad-4cd5-86d9-6fa13175c5cc	Territoriality_BreedingSeason	1			Type A
8c3a09e4-dd14-46f1-98bd-04f379bf1d29	Territoriality_BreedingSeason	1			Type A
a15d3bd8-c41f-41e1-8a5a-a313d504d432	Territoriality_BreedingSeason	1			Type A
3a273342-b0cc-492f-b9b9-bd9da4ededf5	Territoriality_BreedingSeason	1			Type A
590203c0-16a8-4c6b-a206-82272a3e4559	Territoriality_BreedingSeason	1			Type A
09381065-7a6b-4163-97f3-acd7f3c07876	Territoriality_BreedingSeason	1			Type A
2d327f16-1b06-451e-b010-11235b771879	Territoriality_BreedingSeason	2			Type B
823f1145-85de-4a47-99f5-1ba832abb942	Territoriality_BreedingSeason	2			Type B
154805df-463f-4184-8c75-536a2604be97	Territoriality_BreedingSeason	2			Type B
458ec9b8-1b2f-409c-bf44-fa14fac758da	Territoriality_BreedingSeason	2			Type B
de39dd6a-bb74-4b10-b504-daf6aaee2ee1	Territoriality_BreedingSeason	2			Type B
644909fe-66c9-4011-b923-253653877d02	Territoriality_BreedingSeason	2			Type B
0ceb3ca3-65ab-4eba-bd81-839f4167ad61	Territoriality_BreedingSeason	2			Type B
882bdc73-fc0b-4f78-b7b7-a6f481801638	Territoriality_BreedingSeason	1			Type A
216af96e-6209-4f9a-8e41-8704104fd7d7	Territoriality_BreedingSeason	1			Type A
843056c9-9029-492c-b470-afc69a76740e	Territoriality_BreedingSeason	1			Type A
6c98196e-2b2f-4205-9dfd-af2fb79ec450	Territoriality_BreedingSeason	1			Type A
9962c6f1-925d-45df-bdc5-b956a986e886	Territoriality_BreedingSeason	1			Type A
2459ef53-ccce-47b2-9025-1a8362dc607f	Territoriality_BreedingSeason	1			Type A
599b7309-624b-4434-b76f-2d51d2815520	Territoriality_BreedingSeason	1			Type A
92f2c2ae-298d-4ee1-953a-792b42df9a23	Territoriality_BreedingSeason	1			Type A
70539376-653e-488e-825e-441a95855b3c	Territoriality_BreedingSeason	1			Type A
a8eb52d9-761e-4103-b881-341771ddb827	Territoriality_BreedingSeason	1			Type A
a48612f8-0c97-4eed-8b94-983ee4054a4b	Territoriality_BreedingSeason	1			Type A
96b48cf2-a1fe-44e4-8be8-2e514d9f2d98	Territoriality_BreedingSeason	1			Type A
fa3551b2-6cc7-4181-8391-c1b08a66a52c	Territoriality_BreedingSeason	1			Type A
a85a741f-6857-404c-b997-17ae686921e4	Territoriality_BreedingSeason	1			Type A
e4dffc2b-87f1-4126-a496-f76370d6b1c8	Territoriality_BreedingSeason	1			Type A
e2d742e7-a9b3-4709-b0c0-3b058b229929	Territoriality_BreedingSeason	1			Type A
0e172c52-5e2f-40b0-9bee-a4c1353065a2	Territoriality_BreedingSeason	1			Type A
8eb6f677-c809-4df5-98ed-802a608a142f	Territoriality_BreedingSeason	1			Type A
af9a87e7-7207-4f0c-82a8-b7a3f03cfd81	Territoriality_BreedingSeason	1			Type A
efdc451f-2fa6-4faa-a76e-2c293ea85bb7	Territoriality_BreedingSeason	1			Type A
8a24599a-dc99-4bef-96f5-b2f600cd54dd	Territoriality_BreedingSeason	2			Type B
644ef254-4646-4cb0-a5a6-06a29493ba31	Territoriality_BreedingSeason	2			Type B
a40c6e5c-8941-4df5-9afe-c327f1fe088c	Territoriality_BreedingSeason	2			Type B
dc6120dc-038d-4804-a2c7-e42742a64431	Territoriality_BreedingSeason	2			Type B
65212c55-1cab-4cc7-b53f-18947172ae8e	Territoriality_BreedingSeason	2			Type B
ea79038a-de21-458f-8153-69f80c55de76	Territoriality_BreedingSeason	2			Type B
cc194523-e480-4748-9dd8-c514044d0f5a	Territoriality_BreedingSeason	2			Type B
52a74b2a-f89b-4934-882d-d55cc5977591	Territoriality_BreedingSeason	2			Type B
08e2be6c-9a0f-4258-aae2-f147c633bae6	Territoriality_BreedingSeason	1			Type A
7317bb76-7d64-4524-b941-fd5f1dab61ad	Territoriality_BreedingSeason	1			Type A
f2fc341e-0f9d-431d-9122-2e89ced7bdf2	Territoriality_BreedingSeason	1			Type A
c734a3cd-700e-4573-8982-f4aabba9227e	Territoriality_BreedingSeason	1			Type A
5139d407-6479-4835-aa8c-c6e5bbe271e6	Territoriality_BreedingSeason	1			Type A
57eed9d3-9ab6-47cc-83a2-234ad462df54	Territoriality_NonBreedingSeason	0			
2e008f26-d355-4327-8381-cc3b1b062d5f	Territoriality_NonBreedingSeason	0			
36d36d29-c4b2-4691-9769-c15a64bb2c40	Territoriality_NonBreedingSeason	0			
5a414f51-7070-463f-8d7c-12bc2bab9819	Territoriality_NonBreedingSeason	0			
6b8ef4c9-7b19-4a68-b3d7-e7cec8617ace	Territoriality_NonBreedingSeason	0			
24012731-eab5-42d7-9302-9c3bd6b4dce4	Territoriality_NonBreedingSeason	0			
70d3c5bb-2e0e-417e-a931-6f1f9df740e5	Territoriality_NonBreedingSeason	0			
04749650-2eaa-437d-a1e7-1241f3026bae	Territoriality_NonBreedingSeason	0			
84c51197-b7a3-4bbf-8f74-00be0a4457aa	Territoriality_NonBreedingSeason	0			
ceca07d4-b1c3-4dc1-a362-807fe833c88c	Territoriality_NonBreedingSeason	0			
ec640ebf-5fbc-4853-9ab0-25fd48a8e7f1	Territoriality_NonBreedingSeason	0			
8df3be01-4815-4787-b832-e5a84a6ff72e	Territoriality_NonBreedingSeason	0			
accedd10-dcb9-404d-a574-080bc8762c52	Territoriality_NonBreedingSeason	0			
d15b855c-e8ce-46b5-833a-a403ddc5717b	Territoriality_NonBreedingSeason	0			
c721f9d8-a9ec-4ca0-9945-4513fa3ad8f8	Territoriality_NonBreedingSeason	0			
cb84f2e1-29ef-40d7-b54f-35b0a39a84e5	Territoriality_NonBreedingSeason	0			
63ea7ce4-0544-4988-9c07-05a0614d2949	Territoriality_NonBreedingSeason	0			
ddad3e7a-f9a0-471a-b673-4b5ac22126f6	Territoriality_NonBreedingSeason	0			
f919b21b-52cd-486a-aa34-ab8849c9eded	Territoriality_NonBreedingSeason	0			
09457228-2e56-4b24-b3d8-515aef011bf6	Territoriality_NonBreedingSeason	0			
9cd0929a-ac31-4704-9d02-3e1bc9263cb5	Territoriality_NonBreedingSeason	0			
33e74b0e-7e9f-4329-b9c7-ee58e964fa53	Territoriality_NonBreedingSeason	0			
d8c4a30b-8644-4764-8879-1b308fd16a87	Territoriality_NonBreedingSeason	0			
c0a3b308-0645-46c9-a3a9-4c754261419f	Territoriality_NonBreedingSeason	0			
aac52059-fafc-48ca-b79c-caf9a66d33fd	Territoriality_NonBreedingSeason	0			
3fb3df71-f9a7-44c6-9e21-5d66ed2f7b3a	Territoriality_NonBreedingSeason	0			
b0f5a366-c9ec-48fd-b4f4-a0a23af4b027	Territoriality_NonBreedingSeason	0			
3c365041-8c9c-45ea-99ef-bcdfade69d8a	Territoriality_NonBreedingSeason	0			
8a8e8f2f-55a9-4cab-a61c-5930729e002a	Territoriality_NonBreedingSeason	0			
8b3e3b4c-bf50-4a4a-9d3f-6fe707ee4599	Territoriality_NonBreedingSeason	0			
3fb6d11c-009e-4a53-9fb4-d9a54d417b32	Territoriality_NonBreedingSeason	0			
04678c1f-dac2-46b5-b025-55953d667fec	Territoriality_NonBreedingSeason	0			
603e5c63-b767-4d5e-8537-ed61f01ca9e8	Territoriality_NonBreedingSeason	0			
e5da94e5-96b1-4298-b56c-84780acc1499	Territoriality_NonBreedingSeason	0			
a1e6a866-3d62-42b8-b8b8-6c819865ae2f	Territoriality_NonBreedingSeason	0			
089c72d2-be3a-4de6-bade-52eb7de2a2cb	Territoriality_NonBreedingSeason	0			
78817b84-0b76-4c72-ae9e-cb1257e6c9d7	Territoriality_NonBreedingSeason	0			
52011861-4e97-4990-aa39-7f169eec6873	Territoriality_NonBreedingSeason	0			
9836bfd6-012f-440c-8ad4-6e05910bb066	Territoriality_NonBreedingSeason	0			
df4d08a4-0eb5-4184-bcc6-4c3c2e52c5d6	Territoriality_NonBreedingSeason	0			
2f7a0243-86f9-4749-af83-abeeaf9099f3	Territoriality_NonBreedingSeason	0			
9a4aa97e-40ba-4e33-97a2-23160fa55f53	Territoriality_NonBreedingSeason	0			
21bd950b-f68e-4470-962e-87abaa6b7675	Territoriality_NonBreedingSeason	0			
c768d415-f42a-4bb4-87dc-32575b3ab381	Territoriality_NonBreedingSeason	0			
1c92be49-b15a-40cc-ac8b-7a1a580c8de3	Territoriality_NonBreedingSeason	0			
b7d8748b-e3bd-4a3e-ac82-cb3306e47859	Territoriality_NonBreedingSeason	0			
a1987c3a-db64-4fa0-97a5-9f4b821e408c	Territoriality_NonBreedingSeason	0			
f2c5fc72-9a54-4945-af29-58e28b909311	Territoriality_NonBreedingSeason	0			
4e8b2fee-6024-41cc-a8db-59bbd22a9fff	Territoriality_NonBreedingSeason	0			
337722af-32d0-4379-89b7-03e2afd51482	Territoriality_NonBreedingSeason	0			
3972f1ef-12e8-4e7c-9281-aef93da381ed	Territoriality_NonBreedingSeason	0			
6d0a7f54-bdbb-4a8e-a297-2e268450b140	Territoriality_NonBreedingSeason	0			
51e9aee6-84c9-419a-9e50-46d1024ad145	Territoriality_NonBreedingSeason	0			
88670048-b47b-4916-b34c-c66d43e13a6a	Territoriality_NonBreedingSeason	0			
8f086e7e-3b40-4547-93ad-986776baf704	Territoriality_NonBreedingSeason	0			
dd50c6d7-06b8-477c-8f5c-958009ad4e4e	Territoriality_NonBreedingSeason	0			
e70d7cbb-2fc2-4ba5-86ba-59b27c14a798	Territoriality_NonBreedingSeason	0			
6006c09e-34af-4dc7-8650-fea434164129	Territoriality_NonBreedingSeason	0			
1672a090-b495-441c-b406-f9f2e2f67a67	Territoriality_NonBreedingSeason	0			
69ef734a-ffbf-411d-bd06-c188d873a87a	Territoriality_NonBreedingSeason	0			
4b1d2c17-0e0a-4a5a-8a31-a97641d82a59	Territoriality_NonBreedingSeason	0			
5058f88f-d26d-4740-bf2f-add46f072aca	Territoriality_NonBreedingSeason	0			
a839e7b3-b36e-4d7e-a9f8-b5a8cd072682	Territoriality_NonBreedingSeason	0			
0976da7d-977f-45d3-9e92-0fa0b0595f29	Territoriality_NonBreedingSeason	0			
bc8c3180-3aea-4ae9-8071-1a5f88413abe	Territoriality_NonBreedingSeason	0			
46df7f32-c6ca-4e0d-a62b-9fc839d6b78e	Territoriality_NonBreedingSeason	0			
8e22da11-bef5-44e4-b83e-e288a0000204	Territoriality_NonBreedingSeason	0			
be1d6155-425c-425b-94fa-40d340dbcef4	Territoriality_NonBreedingSeason	0			
aa1771ec-e48b-4fdc-9579-e1f3f1a469f9	Territoriality_NonBreedingSeason	0			
ce26858d-4534-41f7-b4b3-5f4326afdeb6	Territoriality_NonBreedingSeason	0			
2b57a9e1-665a-45c1-88dd-5b31be8da22b	Territoriality_NonBreedingSeason	0			
ccc71ecf-f32b-4cef-a79c-32b8826b5015	Territoriality_NonBreedingSeason	0			
d15ef7e8-01dd-465a-8701-4001c9aebd85	Territoriality_NonBreedingSeason	0			
88302c27-c305-4d39-bde0-77af6968f8ee	Territoriality_NonBreedingSeason	0			
b7ed109d-da86-49f5-8139-3c48dfe16f92	Territoriality_NonBreedingSeason	0			
c3739681-8b8f-4ead-8273-4d3a450f2ead	Territoriality_NonBreedingSeason	0			
d2551184-6cf5-4020-a484-db9f9dbc1960	Territoriality_NonBreedingSeason	0			
d9bcba07-9a88-4119-8bd3-27f1744b2965	Territoriality_NonBreedingSeason	0			
cf3b0dbc-291d-4ec8-9ab1-6bfaa84aa174	Territoriality_NonBreedingSeason	0			
8b805760-8817-4339-a91c-d2ab3069d88c	Territoriality_NonBreedingSeason	0			
c7c333be-2d67-41f4-8de9-72007c83ba6e	Territoriality_NonBreedingSeason	0			
fbc9f884-3331-441a-adb1-e73cd59ba714	Territoriality_NonBreedingSeason	0			
da22b3eb-7c1a-4e3b-8099-3f41a32f3a50	Territoriality_NonBreedingSeason	0			
be65849f-6511-41fc-a079-d8be69809e5f	Territoriality_NonBreedingSeason	0			
6284953c-1088-4c4b-8600-7b1c67c13b28	Territoriality_NonBreedingSeason	0			
917626fa-1542-4177-884b-cdca24970f80	Territoriality_NonBreedingSeason	0			
1ddc39ac-96d5-4ff8-abdb-661f22d62ba0	Territoriality_NonBreedingSeason	0			
d51f3337-b891-482c-bdc3-f0f888a79325	Territoriality_NonBreedingSeason	0			
15831b8b-c167-4679-8da1-5bb983dcf02a	Territoriality_NonBreedingSeason	0			
c4417af8-a57b-438c-a435-fde13c9053cd	Territoriality_NonBreedingSeason	0			
d331ba38-75d9-4613-839d-1ae6235d63db	Territoriality_NonBreedingSeason	0			
600a7dae-9a5e-4f76-abf9-e7b5e73ea1af	Territoriality_NonBreedingSeason	0			
0403b66e-4ea7-49c6-ba30-8460b07af351	Territoriality_NonBreedingSeason	0			
d6797f17-b307-4eb0-95bd-21b4cfdcaa7c	Territoriality_NonBreedingSeason	0			
06c36064-35ec-4b35-af51-3d479a78763d	Territoriality_NonBreedingSeason	0			
bf31fc22-5736-4dd8-b91e-a17bcbc400c1	Territoriality_NonBreedingSeason	0			
dabd56f8-395b-42ee-aacb-aa4754b7d043	Territoriality_NonBreedingSeason	0			
